X ; science bn:00069670n ; computer bn:00021464n ; statecharts bn:01128895n ; systems bn:15125301n ; david harel bn:03178978n ; mathematics bn:00053823n ; state bn:00023236n ; state machine bn:00212740n ; diagrams bn:00026817n ; communication bn:00021221n ; units bn:00021497n ; language bn:00049910n ; behavior bn:00009657n ; complex bn:00100148a ; complex system bn:03086504n ; problem bn:00048242n ; reactive systems bn:02824399n ; example bn:00032100n ; automobiles bn:00007309n ; networks bn:00024712n ; kind bn:00035907n ; way bn:00033729n ; time bn:00077270n ; simulation bn:00021496n ; set bn:00070697n ; output bn:00036821n ; information bn:00046705n ; tool bn:00077585n ; number bn:00058285n ; state transition bn:03348716n ; nature bn:00057017n ; triggering bn:00082306v ; hierarchical bn:00104156a ; orthogonality bn:00059586n ; main bn:00099598a ; possible bn:00108829a ; broadcast bn:00013234n ; semantics bn:00070404n ; concept bn:00021547n ; occurring bn:00085337v ; america bn:00003341n ; achieved bn:00082226v ; automata bn:00007371n ; c d bn:00016915n ; sec bn:00068672n ; history bn:00044268n ; effect bn:00021961n ; require bn:00091028v ; determinism bn:00026654n ; simultaneous bn:00099916a ; application bn:00005095n ; possibility bn:00045632n ; light bn:00051108n ; second bn:00095974a ; merely bn:00114626r ; reg bn:01922794n ; timers bn:00077309n ; syntax bn:00062118n ; substates bn:00964536n ; conditional bn:00100214a ; defined bn:00086465v ; formal syntax bn:01042120n ; operational semantics bn:02057536n ; definition bn:00025928n ; condition c bn:00675915n ; subset bn:00074971n ; management bn:00053116n ; higraphs bn:01691263n ; finite bn:00102992a ; new york bn:00041611n ; automata theory bn:00152075n ; entity bn:00031027n ; types bn:00016413n ; multiple bn:00107028a ; composite bn:00100155a ; sequence bn:00070574n ; large number bn:14223782n ; goal bn:00030721n ; scenario bn:01190125n ; city bn:03335997n ; workflows bn:00081578n ; plant bn:00035324n ; transition state bn:03731398n ; strategy bn:00069579n ; police bn:00022026n ; transducer bn:00077966n ; code bn:00020354n ; current bn:00096401a ; traffic light bn:00074441n ; bit bn:00010731n ; include bn:00089662v ; logical value bn:00855623n ; gate bn:00037487n ; flip-flop bn:00035248n ; summary bn:00075142n ; autonomous bn:00097830a ; stateflow bn:03369007n ; red light bn:00066676n ; composite states bn:00892979n ; inner bn:00105133a ; deep bn:00101054a ; simple bn:00098053a ; atomic bn:00097696a ; interaction diagram bn:02571962n ; activity diagrams bn:02627321n ; deterministic finite state automata bn:03499526n ; superstate bn:03656095n ; fsa bn:03013778n ; basic bn:00098103a ; fsms bn:03431506n ; state actions bn:00955439n
broadcast bn:00013234n ; 0.379747 ; 0.108108 ; 0.263158 ; 0.0615385 ; 0.145455 ; 0.0864865 ; 0.16 ; 0.267516 ; 0.0877193 ; 0.296296 ; 0.0660793 ; 0.0551724 ; 0.16 ; 0.0551724 ; 0.0634921 ; 0.133333 ; 0.370968 ; 0.176471 ; 0.16 ; 0.0869565 ; 0.0454545 ; 0.123077 ; 0.0479042 ; 0.16 ; 0.0909091 ; 0.255556 ; 0.0930233 ; 0.130081 ; 0.131148 ; 0.0851064 ; 0.275862 ; 0.0851064 ; 0.0357143 ; 0.454545 ; 0.0571429 ; 0.0551724 ; 1 ; 0.0655738 ; 0.130081 ; 0.225352 ; 0.140187 ; 0.0740741 ; 0.267857 ; 0.0285714 ; 0.173913 ; 0.164706 ; 0.0606061 ; 0.0672269 ; 0.0869565 ; 0.08 ; 0.128 ; 0.263158 ; 0.0606061 ; 0.0733945 ; 0.0606061 ; 0.047619 ; 0.0454545 ; 0.197368 ; 0.145455 ; 0.047619 ; 0.128 ; 0.0740741 ; 0.047619 ; 0.100629 ; 0.047619 ; 0.0416667 ; 0.0869565 ; 0.357143 ; 0.0869565 ; 0.0933333 ; 0.0952381 ; 0.0952381 ; 0.0444444 ; 0.045977 ; 0.0454545 ; 0.0869565 ; 0.0416667 ; 0.0232558 ; 0.0232558 ; 0.0232558 ; 0.0952381 ; 0.047619 ; 0.0952381 ; 0.0454545 ; 0.0952381 ; 0.0232558 ; 0.0232558 ; 0.0289855 ; 0.0222222 ; 0.0204082 ; 0.0232558 ; 0.0232558 ; 0.0232558 ; 0.0232558 ; 0.0178571 ; 0.047619 ; 0.0869565 ; 0.047619 ; 0.0454545 ; 0.047619 ; 0.047619 ; 0.0416667 ; 0.0232558 ; 0.0204082 ; 0.0232558 ; 0.0454545 ; 0.0232558 ; 0.0232558 ; 0.0232558 ; 0.0232558 ; 0.0232558
semantics bn:00070404n ; 0.192308 ; 0.0666667 ; 0.091954 ; 0.179487 ; 0.0792079 ; 0.3 ; 0.181818 ; 0.212871 ; 0.0740741 ; 0.0740741 ; 0.107692 ; 0.0585106 ; 0.0196078 ; 0.0585106 ; 0.0761905 ; 0.163265 ; 0.0650407 ; 0.057971 ; 0.04 ; 0.0434783 ; 0.0454545 ; 0.0720721 ; 0.241573 ; 0.04 ; 0.0597015 ; 0.104167 ; 0.0606061 ; 0.193548 ; 0.036036 ; 0.0571429 ; 0.0344828 ; 0.121212 ; 0.04 ; 0.126984 ; 0.0714286 ; 0.0585106 ; 0.0655738 ; 1 ; 0.0451977 ; 0.064 ; 0.0980392 ; 0.04 ; 0.0353982 ; 0.0727273 ; 0.0416667 ; 0.0507246 ; 0.0357143 ; 0.0949367 ; 0.0434783 ; 0.0416667 ; 0.0935673 ; 0.091954 ; 0.0357143 ; 0.0516129 ; 0.0357143 ; 0.011236 ; 0.0222222 ; 0.122951 ; 0.0380952 ; 0.011236 ; 0.0935673 ; 0.04 ; 0.011236 ; 0.105 ; 0.011236 ; 0.0212766 ; 0.0212766 ; 0.040404 ; 0.0212766 ; 0.0322581 ; 0.010989 ; 0.0222222 ; 0.0606061 ; 0.113821 ; 0.0454545 ; 0.0909091 ; 0.0909091 ; 0.0227273 ; 0.0227273 ; 0.0227273 ; 0.0222222 ; 0.0227273 ; 0.0222222 ; 0.010989 ; 0.0222222 ; 0.0227273 ; 0.011236 ; 0.0733945 ; 0.0222222 ; 0.0434783 ; 0.011236 ; 0.011236 ; 0.0227273 ; 0.0227273 ; 0.0842105 ; 0.011236 ; 0.0212766 ; 0.011236 ; 0.0222222 ; 0.011236 ; 0.011236 ; 0.0212766 ; 0.0227273 ; 0.0434783 ; 0.011236 ; 0.0454545 ; 0.0227273 ; 0.0227273 ; 0.0227273 ; 0.0227273 ; 0.0227273
concept bn:00021547n ; 0.108108 ; 0.132231 ; 0.474074 ; 0.162651 ; 0.0350877 ; 0.142857 ; 0.0761905 ; 0.133929 ; 0.281915 ; 0.0683761 ; 0.217213 ; 0.341935 ; 0.0761905 ; 0.341935 ; 0.0701754 ; 0.0695652 ; 0.129032 ; 0.115108 ; 0.164948 ; 0.0824742 ; 0.020202 ; 0.0666667 ; 0.161616 ; 0.0761905 ; 0.247934 ; 0.105263 ; 0.536082 ; 0.197531 ; 0.148148 ; 0.256 ; 0.329897 ; 0.256 ; 0.0761905 ; 0.118519 ; 0.141593 ; 0.341935 ; 0.130081 ; 0.0451977 ; 1 ; 0.290909 ; 0.22069 ; 0.0761905 ; 0.145455 ; 0.0672269 ; 0.0792079 ; 0.115942 ; 0.136364 ; 0.213333 ; 0.039604 ; 0.0380952 ; 0.195122 ; 0.474074 ; 0.0683761 ; 0.445378 ; 0.28866 ; 0.0206186 ; 0.020202 ; 0.057971 ; 0.156863 ; 0.0206186 ; 0.195122 ; 0.164948 ; 0.0206186 ; 0.385542 ; 0.0206186 ; 0.0824742 ; 0.0824742 ; 0.0769231 ; 0.0824742 ; 0.122951 ; 0.0412371 ; 0.0412371 ; 0.231405 ; 0.123077 ; 0.020202 ; 0.0824742 ; 0.039604 ; 0.0102041 ; 0.0102041 ; 0.0206186 ; 0.0412371 ; 0.0206186 ; 0.0412371 ; 0.0412371 ; 0.0412371 ; 0.0206186 ; 0.0206186 ; 0.0677966 ; 0.0412371 ; 0.039604 ; 0.0206186 ; 0.0206186 ; 0.0206186 ; 0.0206186 ; 0.0181818 ; 0.0102041 ; 0.039604 ; 0.0206186 ; 0.020202 ; 0.0206186 ; 0.0206186 ; 0.039604 ; 0.0102041 ; 0.039604 ; 0.0206186 ; 0.020202 ; 0.0102041 ; 0.0206186 ; 0.0206186 ; 0.0206186 ; 0.0206186
occurring bn:00085337v ; 0.272727 ; 0.370968 ; 0.278261 ; 0.0601504 ; 0.1 ; 0.133333 ; 0.0701754 ; 0.134831 ; 0.0924855 ; 0.123077 ; 0.069869 ; 0.172932 ; 0.150943 ; 0.172932 ; 0.0606061 ; 0.0597015 ; 0.1 ; 0.183908 ; 0.150943 ; 0.0816327 ; 0.0888889 ; 0.117647 ; 0.0987654 ; 0.0701754 ; 0.0879121 ; 0.115385 ; 0.197531 ; 0.126984 ; 0.285714 ; 0.179775 ; 0.711111 ; 0.179775 ; 0.0338983 ; 0.192771 ; 0.115942 ; 0.172932 ; 0.225352 ; 0.064 ; 0.290909 ; 1 ; 0.146789 ; 0.150943 ; 0.275862 ; 0.056338 ; 0.266667 ; 0.0851064 ; 0.123077 ; 0.140351 ; 0.0392157 ; 0.117647 ; 0.125 ; 0.278261 ; 0.057971 ; 0.153846 ; 0.123077 ; 0.0444444 ; 0.0425532 ; 0.0930233 ; 0.222222 ; 0.0444444 ; 0.125 ; 0.150943 ; 0.0444444 ; 0.338346 ; 0.0444444 ; 0.0816327 ; 0.0816327 ; 0.153846 ; 0.177778 ; 0.0493827 ; 0.0888889 ; 0.0888889 ; 0.0898876 ; 0.0930233 ; 0.0425532 ; 0.0816327 ; 0.0392157 ; 0.0217391 ; 0.0217391 ; 0.0217391 ; 0.0888889 ; 0.0444444 ; 0.0888889 ; 0.0425532 ; 0.0888889 ; 0.0217391 ; 0.0444444 ; 0.0571429 ; 0.0425532 ; 0.0192308 ; 0.0444444 ; 0.0444444 ; 0.0217391 ; 0.0217391 ; 0.0714286 ; 0.0217391 ; 0.0392157 ; 0.0444444 ; 0.0425532 ; 0.0444444 ; 0.0444444 ; 0.0192308 ; 0.0217391 ; 0.0192308 ; 0.0217391 ; 0.0208333 ; 0.0217391 ; 0.0217391 ; 0.0217391 ; 0.0217391 ; 0.0217391
america bn:00003341n ; 0.204918 ; 0.132075 ; 0.433071 ; 0.047619 ; 0.147727 ; 0.132701 ; 0.0909091 ; 0.117925 ; 0.325444 ; 0.08 ; 0.244444 ; 0.201258 ; 0.0909091 ; 0.201258 ; 0.0824742 ; 0.0392157 ; 0.308511 ; 0.266055 ; 0.2 ; 0.047619 ; 0.0120482 ; 0.0776699 ; 0.151351 ; 0.0434783 ; 0.0634921 ; 0.110294 ; 0.137931 ; 0.195946 ; 0.150538 ; 0.129032 ; 0.166667 ; 0.129032 ; 0.0434783 ; 0.12605 ; 0.166667 ; 0.201258 ; 0.140187 ; 0.0980392 ; 0.22069 ; 0.146789 ; 1 ; 0.0909091 ; 0.3625 ; 0.0784314 ; 0.0952381 ; 0.113821 ; 0.08 ; 0.195652 ; 0.1 ; 0.0454545 ; 0.193333 ; 0.433071 ; 0.08 ; 0.490385 ; 0.173913 ; 0.025 ; 0.0243902 ; 0.131579 ; 0.0860215 ; 0.025 ; 0.193333 ; 0.2 ; 0.025 ; 0.176796 ; 0.025 ; 0.1 ; 0.1 ; 0.1875 ; 0.1 ; 0.142857 ; 0.05 ; 0.05 ; 0.137931 ; 0.277228 ; 0.0243902 ; 0.047619 ; 0.047619 ; 0.0123457 ; 0.025 ; 0.025 ; 0.0243902 ; 0.0123457 ; 0.0243902 ; 0.0243902 ; 0.0243902 ; 0.025 ; 0.025 ; 0.159574 ; 0.05 ; 0.0232558 ; 0.025 ; 0.025 ; 0.025 ; 0.025 ; 0.043956 ; 0.0123457 ; 0.047619 ; 0.025 ; 0.0243902 ; 0.025 ; 0.025 ; 0.0232558 ; 0.025 ; 0.0232558 ; 0.0123457 ; 0.05 ; 0.0123457 ; 0.025 ; 0.025 ; 0.025 ; 0.025
achieved bn:00082226v ; 0.0506329 ; 0.0769231 ; 0.0727273 ; 0.0769231 ; 0.0571429 ; 0.0479042 ; 0.0666667 ; 0.0484848 ; 0.0526316 ; 0.1 ; 0.08 ; 0.0672269 ; 0.333333 ; 0.0672269 ; 0.108108 ; 0.105263 ; 0.0727273 ; 0.121212 ; 0.142857 ; 0.0909091 ; 0.0526316 ; 0.0444444 ; 0.0567376 ; 0.0666667 ; 0.0294118 ; 0.101266 ; 0.133333 ; 0.0761905 ; 0.102564 ; 0.0555556 ; 0.2 ; 0.266667 ; 0.0666667 ; 0.129032 ; 0.0909091 ; 0.0672269 ; 0.0740741 ; 0.04 ; 0.0761905 ; 0.150943 ; 0.0909091 ; 1 ; 0.216216 ; 0.210526 ; 0.166667 ; 0.057971 ; 0.222222 ; 0.0860215 ; 0.0909091 ; 0.166667 ; 0.036036 ; 0.0727273 ; 0.1 ; 0.0963855 ; 0.222222 ; 0.125 ; 0.111111 ; 0.140351 ; 0.121212 ; 0.125 ; 0.036036 ; 0.333333 ; 0.125 ; 0.0567376 ; 0.125 ; 0.2 ; 0.0909091 ; 0.148148 ; 0.5 ; 0.0769231 ; 0.111111 ; 0.111111 ; 0.0625 ; 0.0655738 ; 0.25 ; 0.0909091 ; 0.0909091 ; 0.0588235 ; 0.0588235 ; 0.0588235 ; 0.0526316 ; 0.0588235 ; 0.0526316 ; 0.0526316 ; 0.0526316 ; 0.0588235 ; 0.125 ; 0.097561 ; 0.111111 ; 0.0434783 ; 0.125 ; 0.125 ; 0.0588235 ; 0.0588235 ; 0.148148 ; 0.0588235 ; 0.0434783 ; 0.0588235 ; 0.111111 ; 0.0588235 ; 0.0588235 ; 0.0434783 ; 0.0588235 ; 0.0909091 ; 0.0588235 ; 0.0526316 ; 0.125 ; 0.0588235 ; 0.0588235 ; 0.0588235 ; 0.0588235
automata bn:00007371n ; 0.185185 ; 0.131148 ; 0.284314 ; 0.0330579 ; 0.190476 ; 0.0444444 ; 0.097561 ; 0.0877193 ; 0.201389 ; 0.163265 ; 0.145 ; 0.129032 ; 0.216216 ; 0.129032 ; 0.08 ; 0.0377358 ; 0.263158 ; 0.5 ; 0.216216 ; 0.0571429 ; 0.03125 ; 0.153846 ; 0.0519481 ; 0.0465116 ; 0.0506329 ; 0.176471 ; 0.109589 ; 0.135135 ; 0.166667 ; 0.0987654 ; 0.355556 ; 0.0987654 ; 0.0465116 ; 0.220588 ; 0.150943 ; 0.129032 ; 0.267857 ; 0.0353982 ; 0.145455 ; 0.275862 ; 0.3625 ; 0.216216 ; 1 ; 0.0727273 ; 0.242424 ; 0.102564 ; 0.163265 ; 0.0754717 ; 0.121212 ; 0.108108 ; 0.142857 ; 0.284314 ; 0.0754717 ; 0.181818 ; 0.163265 ; 0.0689655 ; 0.0645161 ; 0.238095 ; 0.190476 ; 0.0689655 ; 0.142857 ; 0.216216 ; 0.0689655 ; 0.109589 ; 0.0689655 ; 0.121212 ; 0.121212 ; 0.517241 ; 0.275862 ; 0.131148 ; 0.137931 ; 0.137931 ; 0.109589 ; 0.114286 ; 0.0645161 ; 0.0571429 ; 0.0571429 ; 0.0333333 ; 0.0333333 ; 0.0333333 ; 0.0645161 ; 0.0333333 ; 0.0645161 ; 0.0645161 ; 0.0645161 ; 0.0333333 ; 0.0689655 ; 0.0740741 ; 0.0645161 ; 0.0277778 ; 0.0689655 ; 0.0689655 ; 0.0333333 ; 0.0333333 ; 0.047619 ; 0.0333333 ; 0.0571429 ; 0.0689655 ; 0.0645161 ; 0.0689655 ; 0.0689655 ; 0.0277778 ; 0.0333333 ; 0.0277778 ; 0.0333333 ; 0.0645161 ; 0.0333333 ; 0.0333333 ; 0.0333333 ; 0.0333333 ; 0.0333333
c d bn:00016915n ; 0.0210526 ; 0.0606061 ; 0.0645161 ; 0.135135 ; 0.0408163 ; 0.0924855 ; 0.0454545 ; 0.0218579 ; 0.101266 ; 0.0740741 ; 0.15 ; 0.128 ; 0.0952381 ; 0.128 ; 0.0377358 ; 0.0769231 ; 0.057971 ; 0.1 ; 0.0952381 ; 0.117647 ; 0.030303 ; 0.0701754 ; 0.101351 ; 0.0952381 ; 0.105263 ; 0.0412371 ; 0.108108 ; 0.144144 ; 0.0754717 ; 0.216216 ; 0.0689655 ; 0.216216 ; 0.210526 ; 0.05 ; 0.148148 ; 0.128 ; 0.0285714 ; 0.0727273 ; 0.0672269 ; 0.056338 ; 0.0784314 ; 0.210526 ; 0.0727273 ; 1 ; 0.05 ; 0.0481928 ; 0.0740741 ; 0.161616 ; 0.117647 ; 0.105263 ; 0.141593 ; 0.0645161 ; 0.380952 ; 0.0824742 ; 0.16 ; 0.0666667 ; 0.133333 ; 0.112676 ; 0.0408163 ; 0.0666667 ; 0.141593 ; 0.210526 ; 0.0666667 ; 0.108844 ; 0.0666667 ; 0.266667 ; 0.117647 ; 0.0465116 ; 0.117647 ; 0.129032 ; 0.0625 ; 0.030303 ; 0.108108 ; 0.112676 ; 0.0625 ; 0.0555556 ; 0.117647 ; 0.0666667 ; 0.0322581 ; 0.0666667 ; 0.030303 ; 0.0322581 ; 0.030303 ; 0.030303 ; 0.030303 ; 0.0666667 ; 0.0666667 ; 0.156863 ; 0.133333 ; 0.117647 ; 0.0666667 ; 0.0666667 ; 0.0666667 ; 0.0666667 ; 0.097561 ; 0.0322581 ; 0.0555556 ; 0.0322581 ; 0.0625 ; 0.0322581 ; 0.0322581 ; 0.0555556 ; 0.0322581 ; 0.117647 ; 0.0322581 ; 0.0625 ; 0.0666667 ; 0.0666667 ; 0.0666667 ; 0.0666667 ; 0.0666667
sec bn:00068672n ; 0.179104 ; 0.130435 ; 0.0754717 ; 0.0188679 ; 0.222222 ; 0.0754717 ; 0.0769231 ; 0.0764331 ; 0.0540541 ; 0.111111 ; 0.0392157 ; 0.108108 ; 0.166667 ; 0.108108 ; 0.121212 ; 0.0555556 ; 0.170213 ; 0.129032 ; 0.4 ; 0.111111 ; 0.142857 ; 0.0487805 ; 0.0283688 ; 0.0769231 ; 0.0645161 ; 0.169014 ; 0.0666667 ; 0.0380952 ; 0.114286 ; 0.0588235 ; 0.222222 ; 0.0588235 ; 0.0769231 ; 0.137931 ; 0.1 ; 0.108108 ; 0.173913 ; 0.0416667 ; 0.0792079 ; 0.266667 ; 0.0952381 ; 0.166667 ; 0.242424 ; 0.05 ; 1 ; 0.131148 ; 0.111111 ; 0.0430108 ; 0.111111 ; 0.333333 ; 0.0373832 ; 0.0754717 ; 0.0526316 ; 0.101266 ; 0.111111 ; 0.166667 ; 0.142857 ; 0.150943 ; 0.571429 ; 0.166667 ; 0.0373832 ; 0.166667 ; 0.166667 ; 0.0902256 ; 0.166667 ; 0.111111 ; 0.25 ; 0.421053 ; 0.25 ; 0.04 ; 0.333333 ; 0.333333 ; 0.0666667 ; 0.0701754 ; 0.142857 ; 0.111111 ; 0.111111 ; 0.0769231 ; 0.0769231 ; 0.0769231 ; 0.142857 ; 0.0769231 ; 0.142857 ; 0.142857 ; 0.142857 ; 0.0769231 ; 0.0769231 ; 0.0512821 ; 0.0666667 ; 0.0526316 ; 0.0769231 ; 0.0769231 ; 0.0769231 ; 0.0769231 ; 0.08 ; 0.0769231 ; 0.111111 ; 0.166667 ; 0.142857 ; 0.166667 ; 0.166667 ; 0.0526316 ; 0.0769231 ; 0.0526316 ; 0.0769231 ; 0.0666667 ; 0.0769231 ; 0.0769231 ; 0.0769231 ; 0.0769231 ; 0.0769231
history bn:00044268n ; 0.127273 ; 0.0777778 ; 0.0529801 ; 0.100719 ; 0.0985915 ; 0.13089 ; 0.028169 ; 0.195531 ; 0.182353 ; 0.0493827 ; 0.137168 ; 0.226277 ; 0.123077 ; 0.226277 ; 0.188406 ; 0.0506329 ; 0.162791 ; 0.161616 ; 0.123077 ; 0.031746 ; 0.0166667 ; 0.047619 ; 0.0795455 ; 0.057971 ; 0.168421 ; 0.254902 ; 0.0792079 ; 0.0547945 ; 0.0909091 ; 0.0733945 ; 0.0987654 ; 0.0353982 ; 0.123077 ; 0.0776699 ; 0.0987654 ; 0.226277 ; 0.164706 ; 0.0507246 ; 0.115942 ; 0.0851064 ; 0.113821 ; 0.057971 ; 0.102564 ; 0.0481928 ; 0.131148 ; 1 ; 0.103896 ; 0.0518519 ; 0.031746 ; 0.0615385 ; 0.0540541 ; 0.0529801 ; 0.103896 ; 0.222222 ; 0.103896 ; 0.0350877 ; 0.0701754 ; 0.177778 ; 0.258065 ; 0.0350877 ; 0.0540541 ; 0.057971 ; 0.0350877 ; 0.091954 ; 0.0350877 ; 0.031746 ; 0.0655738 ; 0.125 ; 0.0655738 ; 0.0898876 ; 0.0701754 ; 0.0701754 ; 0.172043 ; 0.152174 ; 0.0338983 ; 0.031746 ; 0.0655738 ; 0.0350877 ; 0.0350877 ; 0.0172414 ; 0.0338983 ; 0.0172414 ; 0.0338983 ; 0.0701754 ; 0.0338983 ; 0.0172414 ; 0.0172414 ; 0.0487805 ; 0.0166667 ; 0.0655738 ; 0.0172414 ; 0.0172414 ; 0.0172414 ; 0.0172414 ; 0.0285714 ; 0.0350877 ; 0.0655738 ; 0.0350877 ; 0.0338983 ; 0.0350877 ; 0.0350877 ; 0.0655738 ; 0.0350877 ; 0.031746 ; 0.0350877 ; 0.0166667 ; 0.0172414 ; 0.0172414 ; 0.0172414 ; 0.0172414 ; 0.0172414
effect bn:00021961n ; 0.043956 ; 0.0625 ; 0.0655738 ; 0.137615 ; 0.0425532 ; 0.0446927 ; 0.047619 ; 0.0882353 ; 0.0955414 ; 0.0769231 ; 0.14 ; 0.120968 ; 0.1 ; 0.120968 ; 0.394737 ; 0.08 ; 0.0597015 ; 0.102564 ; 0.1 ; 0.0285714 ; 0.0322581 ; 0.0727273 ; 0.110345 ; 0.0232558 ; 0.0512821 ; 0.178571 ; 0.111111 ; 0.0330579 ; 0.0784314 ; 0.047619 ; 0.153846 ; 0.1 ; 0.047619 ; 0.108108 ; 0.153846 ; 0.120968 ; 0.0606061 ; 0.0357143 ; 0.136364 ; 0.123077 ; 0.08 ; 0.222222 ; 0.163265 ; 0.0740741 ; 0.111111 ; 0.103896 ; 1 ; 0.0761905 ; 0.0285714 ; 0.111111 ; 0.0325203 ; 0.0655738 ; 0.037037 ; 0.170455 ; 0.166667 ; 0.0344828 ; 0.0322581 ; 0.115942 ; 0.195122 ; 0.0344828 ; 0.0325203 ; 0.1 ; 0.0344828 ; 0.0522876 ; 0.0344828 ; 0.0588235 ; 0.0588235 ; 0.102564 ; 0.125 ; 0.0625 ; 0.0666667 ; 0.142857 ; 0.230769 ; 0.115942 ; 0.142857 ; 0.0588235 ; 0.0588235 ; 0.0344828 ; 0.0344828 ; 0.0344828 ; 0.0666667 ; 0.0344828 ; 0.0666667 ; 0.142857 ; 0.0666667 ; 0.0344828 ; 0.0714286 ; 0.163265 ; 0.0666667 ; 0.0588235 ; 0.0714286 ; 0.0714286 ; 0.0344828 ; 0.0344828 ; 0.102564 ; 0.0344828 ; 0.0588235 ; 0.0714286 ; 0.142857 ; 0.0714286 ; 0.0714286 ; 0.0588235 ; 0.0344828 ; 0.125 ; 0.0714286 ; 0.0322581 ; 0.0714286 ; 0.0344828 ; 0.0344828 ; 0.0344828 ; 0.0344828
require bn:00091028v ; 0.101449 ; 0.27551 ; 0.206452 ; 0.0903614 ; 0.0707071 ; 0.251282 ; 0.0412371 ; 0.125581 ; 0.0751174 ; 0.164948 ; 0.122047 ; 0.0888889 ; 0.0412371 ; 0.0888889 ; 0.0784314 ; 0.0776699 ; 0.0666667 ; 0.0592593 ; 0.0860215 ; 0.0941176 ; 0.0229885 ; 0.0740741 ; 0.289941 ; 0.0860215 ; 0.130081 ; 0.0540541 ; 0.132231 ; 0.0963855 ; 0.317647 ; 0.283186 ; 0.158416 ; 0.26087 ; 0.0412371 ; 0.130081 ; 0.0733945 ; 0.0888889 ; 0.0672269 ; 0.0949367 ; 0.213333 ; 0.140351 ; 0.195652 ; 0.0860215 ; 0.0754717 ; 0.161616 ; 0.0430108 ; 0.0518519 ; 0.0761905 ; 1 ; 0.0449438 ; 0.0898876 ; 0.210526 ; 0.206452 ; 0.0761905 ; 0.203008 ; 0.0761905 ; 0.0235294 ; 0.0229885 ; 0.0634921 ; 0.0392157 ; 0.0235294 ; 0.210526 ; 0.0860215 ; 0.0235294 ; 0.172043 ; 0.0235294 ; 0.0941176 ; 0.0941176 ; 0.0416667 ; 0.0449438 ; 0.0683761 ; 0.0470588 ; 0.0229885 ; 0.0620155 ; 0.12605 ; 0.0229885 ; 0.0449438 ; 0.021978 ; 0.0116279 ; 0.0235294 ; 0.0235294 ; 0.0470588 ; 0.0235294 ; 0.0470588 ; 0.0229885 ; 0.0470588 ; 0.0235294 ; 0.0235294 ; 0.341176 ; 0.0470588 ; 0.021978 ; 0.0235294 ; 0.0235294 ; 0.0235294 ; 0.0235294 ; 0.0869565 ; 0.0116279 ; 0.0449438 ; 0.0235294 ; 0.0470588 ; 0.0235294 ; 0.0235294 ; 0.021978 ; 0.0235294 ; 0.0449438 ; 0.0116279 ; 0.0229885 ; 0.0235294 ; 0.0235294 ; 0.0235294 ; 0.0235294 ; 0.0235294
determinism bn:00026654n ; 0.056338 ; 0.0434783 ; 0.0784314 ; 0.0196078 ; 0.16 ; 0.0245399 ; 0.2 ; 0.0248447 ; 0.0555556 ; 0.125 ; 0.04 ; 0.0347826 ; 0.0909091 ; 0.0347826 ; 0.03125 ; 0.0625 ; 0.186047 ; 0.0645161 ; 0.2 ; 0.333333 ; 0.0909091 ; 0.0540541 ; 0.0143885 ; 0.2 ; 0.0689655 ; 0.0533333 ; 0.0714286 ; 0.0824742 ; 0.0606061 ; 0.0625 ; 0.0526316 ; 0.0625 ; 0.2 ; 0.0689655 ; 0.0526316 ; 0.0347826 ; 0.0869565 ; 0.0434783 ; 0.039604 ; 0.0392157 ; 0.1 ; 0.0909091 ; 0.121212 ; 0.117647 ; 0.111111 ; 0.031746 ; 0.0285714 ; 0.0449438 ; 1 ; 0.111111 ; 0.0808081 ; 0.0784314 ; 0.125 ; 0.0506329 ; 0.125 ; 0.25 ; 0.2 ; 0.0754717 ; 0.0740741 ; 0.25 ; 0.0808081 ; 0.2 ; 0.25 ; 0.0291971 ; 0.25 ; 0.333333 ; 0.333333 ; 0.210526 ; 0.142857 ; 0.2 ; 0.2 ; 0.0909091 ; 0.0344828 ; 0.0363636 ; 0.0909091 ; 0.142857 ; 0.142857 ; 0.111111 ; 0.111111 ; 0.25 ; 0.0909091 ; 0.111111 ; 0.0909091 ; 0.0909091 ; 0.0909091 ; 0.25 ; 0.111111 ; 0.0571429 ; 0.2 ; 0.142857 ; 0.111111 ; 0.111111 ; 0.25 ; 0.25 ; 0.0454545 ; 0.111111 ; 0.142857 ; 0.111111 ; 0.0909091 ; 0.111111 ; 0.111111 ; 0.142857 ; 0.111111 ; 0.142857 ; 0.111111 ; 0.5 ; 0.111111 ; 0.25 ; 0.25 ; 0.25 ; 0.25
