;C1;C2;C3;C4;C5;C6;C7;C8;C9
bonheur bn:00042905n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
organisation bn:00059480n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
part bn:00070912n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
exception bn:00059781n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
sexe bn:00037634n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
gravite bn:00089032v;1; 1; 1; 1; 1; 0; 1; 1; 1; 
administratif bn:00096474a;1; 1; 1; 1; 1; 0; 1; 1; 1; 
besoin de savoir bn:03234470n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
fier bn:00103467a;1; 1; 1; 1; 1; 0; 1; 1; 1; 
temps partiel bn:01038658n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
partiel bn:00108290a;1; 1; 1; 1; 1; 0; 1; 1; 1; 
décharges bn:00086914v;1; 1; 1; 1; 1; 0; 1; 1; 1; 
contrat bn:00022227n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
libre accès bn:03097420n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
enseignant bn:00089791v;1; 1; 1; 1; 1; 0; 1; 1; 1; 
vacataires bn:05008890n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
deug bn:02806247n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
service bn:00070651n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
semestre bn:00000561n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
universitaires bn:00096228a;1; 1; 1; 1; 1; 0; 1; 1; 1; 
universitaire bn:00079152n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
économie bn:00029676n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
histoire bn:00044268n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
maître de conférence bn:14504106n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
moins bn:00116104r;1; 1; 1; 1; 1; 0; 1; 1; 1; 
pédagogique bn:00108383a;1; 1; 1; 1; 1; 0; 1; 1; 1; 
titulaires bn:14132983n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
cm bn:00017163n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
travaux dirigés bn:04778693n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
parler bn:00090283v;1; 1; 1; 1; 1; 0; 1; 1; 1; 
obliger bn:00083496v;1; 1; 1; 1; 1; 0; 1; 1; 1; 
philosophie bn:00061984n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
bac bn:00044028n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
chargé bn:14456945n;1; 1; 1; 1; 1; 0; 1; 0; 1; 
chargé de cours bn:16339539n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
criminelles bn:00100650a;1; 1; 1; 1; 1; 0; 1; 1; 1; 
institutions bn:00046954n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
politique bn:00108759a;1; 1; 1; 1; 1; 0; 1; 1; 1; 
littérature bn:00051538n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
littérature germaniques bn:00434180n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
romanes bn:00105767a;1; 1; 1; 1; 1; 0; 1; 1; 1; 
littérature arabes bn:03227656n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
psychologie bn:00065026n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
psychologie clinique bn:00019826n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
psychologie sociale bn:00072543n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
arts bn:00005927n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
musique bn:00056443n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
musicologie bn:00056479n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
anthropologie bn:00004584n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
éthnologie bn:00031731n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
préhistoire bn:00064143n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
civilisation bn:00019384n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
archéologie bn:00005391n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
contemporain bn:00100361a;1; 1; 1; 1; 1; 0; 1; 1; 1; 
géographie bn:00040163n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
géographie physique bn:00062165n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
espace bn:00046665n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
mathématiques bn:00053823n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
constituants bn:00100333a;1; 1; 1; 1; 1; 0; 1; 1; 1; 
chimie théorique bn:02502041n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
chimie organique bn:00059474n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
astronomie bn:00006663n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
océanographie bn:00058585n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
océanographie physique bn:03107326n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
physique bn:00056996n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
pharmaceutiques bn:00108518a;1; 1; 1; 1; 1; 0; 1; 1; 1; 
génie mécanique bn:00054054n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
génie civil bn:00019361n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
génie informatique bn:03287605n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
procédés bn:03245758n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
biochimie bn:00010518n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
biologie bn:00010543n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
biologie moléculaire bn:00055560n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
moléculaire bn:00106855a;1; 1; 1; 1; 1; 0; 1; 1; 1; 
biologie cellulaire bn:00024908n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
physiologie bn:00062182n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
population bn:00063596n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
écologie bn:00010564n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
éducation bn:00026980n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
epistémologie bn:00031237n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
cultures bn:01187943n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
activité physiques bn:00032203n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
théologie bn:00076827n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
théologie catholique bn:00848908n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
approche bn:00005141n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
vinyl bn:00080027n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
l’album bn:15350182n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
ailleurs bn:00115192r;1; 1; 1; 1; 1; 0; 1; 1; 1; 
problème bn:00048242n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
recherche bn:00067280n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
là bn:00117260r;1; 1; 1; 1; 1; 0; 1; 1; 1; 
centrale bn:00063961n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
intitulé bn:00043268n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
rock bn:00068049n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
pénétration bn:00053473n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
date de sortie bn:02421166n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
figurer bn:00014691n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
bureau bn:00001961n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
compte en banque bn:00008374n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
numéro isbn bn:00706122n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
axiome bn:00007529n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
residents bn:02413054n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
rolling stones bn:02456824n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
mick jagger bn:00047889n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
keith richard bn:00801879n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
john lennon bn:00048320n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
futur bn:00036941n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
code barre bn:00008480n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
compositeur bn:00021397n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
song bn:00072798n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
varier bn:00082554v;1; 1; 1; 1; 1; 0; 1; 1; 1; 
velvet underground bn:01244350n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
terry riley bn:02491941n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
probabilité bn:00017624n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
mémoriser bn:00085506v;1; 1; 1; 1; 1; 0; 1; 1; 1; 
conceptuel bn:00100194a;1; 1; 1; 1; 1; 0; 1; 1; 1; 
numero bn:15898115n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
facilité bn:00032642n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
alternative bn:00096899a;1; 1; 1; 1; 1; 0; 1; 1; 1; 
quanta bn:00065554n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
intermédiaire bn:00105288a;1; 1; 1; 1; 1; 0; 1; 1; 1; 
associatif bn:00097619a;1; 1; 1; 1; 1; 0; 1; 1; 1; 
ébauche bn:00059783n;1; 1; 1; 1; 1; 0; 1; 1; 1; 
conception de site web bn:02763125n;1; 1; 1; 1; 1; 1; 0; 1; 1; 
formulaire web bn:14352118n;1; 1; 1; 1; 1; 1; 0; 1; 1; 
envoyé bn:00030563n;1; 1; 1; 1; 1; 1; 0; 1; 1; 
inutile bn:00113457a;1; 1; 1; 1; 1; 1; 0; 1; 1; 
age bn:02104510n;1; 1; 1; 1; 1; 1; 0; 1; 1; 
marie bn:00090675v;1; 1; 1; 1; 1; 1; 0; 1; 1; 
super bn:17336345n;1; 1; 1; 1; 1; 1; 0; 1; 1; 
italie bn:00047705n;1; 1; 1; 1; 1; 1; 0; 1; 1; 
stocker bn:00094400v;1; 1; 1; 1; 1; 1; 0; 1; 1; 
oublier bn:00084302v;1; 1; 1; 1; 1; 1; 0; 1; 1; 
provenance bn:00010687n;1; 1; 1; 1; 1; 1; 0; 1; 1; 
attribution bn:00063814n;1; 1; 1; 1; 1; 1; 0; 1; 1; 
visite bn:00080112n;1; 1; 1; 1; 1; 1; 0; 1; 1; 
paris bn:00015540n;1; 1; 1; 1; 1; 1; 1; 0; 0; 
associa bn:00085315v;1; 1; 1; 1; 1; 1; 1; 0; 1; 
opéra bn:00059107n;1; 1; 1; 1; 1; 1; 1; 0; 1; 
champ bn:00034274n;1; 1; 1; 1; 1; 1; 1; 0; 1; 
man bn:15327088n;1; 1; 1; 1; 1; 1; 1; 0; 1; 
femme bn:00001530n;1; 1; 1; 1; 1; 1; 1; 0; 0; 
diagramme bn:00026817n;1; 1; 1; 1; 1; 1; 1; 0; 1; 
prix unitaire bn:00587816n;1; 1; 1; 1; 1; 1; 1; 0; 1; 
ar bn:03237564n;1; 1; 1; 1; 1; 1; 1; 0; 1; 
agit bn:00082285v;1; 1; 1; 1; 1; 1; 1; 0; 1; 
indépendante bn:00104929a;1; 1; 1; 1; 1; 1; 1; 0; 1; 
uml bn:02571962n;1; 1; 1; 1; 1; 1; 1; 0; 1; 
page bn:00091387v;1; 1; 1; 1; 1; 1; 1; 0; 1; 
ici bn:00116504r;1; 1; 1; 1; 1; 1; 1; 0; 1; 
nouvelle ligne bn:00051314n;1; 1; 1; 1; 1; 1; 1; 0; 1; 
tim bn:14744972n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
tim berners-lee bn:02359969n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
messagerie instantanée bn:03364059n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
wikipédia bn:03288118n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
editeur de texte bn:00076736n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
styler bn:00042550n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
variable de type bn:02158332n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
base 10 bn:00025700n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
sizeof bn:03205994n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
accepter bn:00082204v;1; 1; 1; 1; 1; 1; 1; 1; 0; 
cappuccino bn:01189604n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
erreur de programmation bn:00064654n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
nombre premier bn:00064389n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
confidentiel bn:00100230a;1; 1; 1; 1; 1; 1; 1; 1; 0; 
adresse ip bn:00706454n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
infinité bn:00012426n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
seconde bn:00068672n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
visible bn:00110277a;1; 1; 1; 1; 1; 1; 1; 1; 0; 
classe type bn:03004615n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
concept bn:00021547n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
réutilisation bn:02823226n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
hériter bn:00043823n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
intrinsèque bn:00105350a;1; 1; 1; 1; 1; 1; 1; 1; 0; 
encapsulation bn:01505556n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
mère bn:00034027n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
logiciel système bn:00075772n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
complexité bn:00021383n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
mariadb bn:01841320n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
modèle relationnel bn:01978816n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
ingres bn:03724918n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
hsqldb bn:00229377n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
oracle database bn:02591895n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
db2 bn:00637255n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
maxdb bn:00244294n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
sybase bn:01257629n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
zodb bn:02283783n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
db4o bn:01389836n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
berkeley db bn:03239968n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
nosql bn:01727553n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
cassandra bn:01090316n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
bigtable bn:03415846n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
couchdb bn:00542118n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
hbase bn:14809379n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
leveldb bn:02609794n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
libérer bn:00090300v;1; 1; 1; 1; 1; 1; 1; 1; 0; 
example.com bn:00329278n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
aller bn:00040833n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
isolation bn:02609561n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
durabilité bn:01803600n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
électricité bn:00030192n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
verrou bn:01788633n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
panne bn:00059753n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
gérer bn:00084527v;1; 1; 1; 1; 1; 1; 1; 1; 0; 
populaire bn:00108807a;1; 1; 1; 1; 1; 1; 1; 1; 0; 
ouvrir bn:00084089v;1; 1; 1; 1; 1; 1; 1; 1; 0; 
supporter bn:00083226v;1; 1; 1; 1; 1; 1; 1; 1; 0; 
cours en ligne bn:03617678n;1; 1; 1; 1; 1; 1; 1; 1; 0; 
